dataset,group,approach,sut,rep,exec_ok,line_coverage_pct,branch_coverage_pct,mutation_score_pct,source_metrics_dir
HumanEval+,Non-AI,Pynguin,HumanEval_100,run_0004,1,100.0,100.0,33.33,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_100/run_0004/4-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_100,run_0004,1,100.0,100.0,33.33,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_100/run_0004/4-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_100,run_0004,1,100.0,100.0,33.33,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_100/run_0004/4-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_100,run_0004,1,100.0,100.0,33.33,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_100/run_0004/4-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_100,run_0004,1,100.0,100.0,33.33,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_100/run_0004/4-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_101,run_0005,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_101/run_0005/5-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_101,run_0005,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_101/run_0005/5-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_101,run_0005,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_101/run_0005/5-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_101,run_0005,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_101/run_0005/5-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_101,run_0005,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_101/run_0005/5-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_102,run_0006,1,100.0,100.0,75.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_102/run_0006/6-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_102,run_0006,1,100.0,100.0,81.25,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_102/run_0006/6-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_102,run_0006,1,100.0,100.0,100.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_102/run_0006/6-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_102,run_0006,1,100.0,100.0,100.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_102/run_0006/6-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_102,run_0006,1,100.0,100.0,100.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_102/run_0006/6-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_103,run_0007,1,100.0,100.0,100.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_103/run_0007/7-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_103,run_0007,1,100.0,100.0,100.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_103/run_0007/7-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_103,run_0007,1,100.0,100.0,66.67,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_103/run_0007/7-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_103,run_0007,1,100.0,100.0,100.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_103/run_0007/7-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_103,run_0007,1,100.0,100.0,100.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_103/run_0007/7-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_104,run_0008,1,100.0,100.0,64.29,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_104/run_0008/8-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_104,run_0008,1,100.0,100.0,57.14,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_104/run_0008/8-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_104,run_0008,1,100.0,100.0,57.14,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_104/run_0008/8-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_104,run_0008,1,100.0,100.0,50.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_104/run_0008/8-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_104,run_0008,1,100.0,100.0,50.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_104/run_0008/8-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_105,run_0009,1,100.0,100.0,3.77,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_105/run_0009/9-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_105,run_0009,1,100.0,100.0,3.77,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_105/run_0009/9-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_105,run_0009,1,100.0,100.0,3.77,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_105/run_0009/9-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_105,run_0009,1,100.0,100.0,3.77,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_105/run_0009/9-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_105,run_0009,1,100.0,100.0,3.77,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_105/run_0009/9-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_106,run_0010,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_106/run_0010/10-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_106,run_0010,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_106/run_0010/10-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_106,run_0010,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_106/run_0010/10-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_106,run_0010,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_106/run_0010/10-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_106,run_0010,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_106/run_0010/10-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_107,run_0011,1,100.0,100.0,12.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_107/run_0011/11-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_107,run_0011,1,100.0,100.0,12.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_107/run_0011/11-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_107,run_0011,1,100.0,100.0,12.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_107/run_0011/11-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_107,run_0011,1,100.0,100.0,12.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_107/run_0011/11-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_107,run_0011,1,100.0,100.0,12.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_107/run_0011/11-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_108,run_0012,1,70.0,50.0,50.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_108/run_0012/12-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_108,run_0012,1,70.0,50.0,52.94,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_108/run_0012/12-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_108,run_0012,1,100.0,100.0,85.29,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_108/run_0012/12-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_108,run_0012,1,70.0,50.0,61.76,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_108/run_0012/12-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_108,run_0012,1,70.0,50.0,50.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_108/run_0012/12-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_109,run_0013,1,100.0,100.0,84.62,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_109/run_0013/13-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_109,run_0013,1,100.0,100.0,92.31,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_109/run_0013/13-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_109,run_0013,1,100.0,100.0,84.62,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_109/run_0013/13-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_109,run_0013,1,100.0,100.0,76.92,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_109/run_0013/13-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_109,run_0013,1,100.0,100.0,84.62,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_109/run_0013/13-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_11,run_0014,1,66.67,100.0,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_11/run_0014/14-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_11,run_0014,1,66.67,100.0,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_11/run_0014/14-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_11,run_0014,1,66.67,100.0,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_11/run_0014/14-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_11,run_0014,1,100.0,100.0,28.57,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_11/run_0014/14-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_11,run_0014,1,100.0,100.0,28.57,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_11/run_0014/14-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_110,run_0015,1,100.0,100.0,100.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_110/run_0015/15-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_110,run_0015,1,100.0,100.0,85.71,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_110/run_0015/15-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_110,run_0015,1,100.0,100.0,57.14,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_110/run_0015/15-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_110,run_0015,1,100.0,100.0,100.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_110/run_0015/15-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_110,run_0015,1,100.0,100.0,85.71,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_110/run_0015/15-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_111,run_0016,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_111/run_0016/16-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_111,run_0016,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_111/run_0016/16-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_111,run_0016,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_111/run_0016/16-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_111,run_0016,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_111/run_0016/16-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_111,run_0016,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_111/run_0016/16-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_112,run_0017,1,100.0,100.0,41.67,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_112/run_0017/17-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_112,run_0017,1,33.33,100.0,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_112/run_0017/17-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_112,run_0017,1,100.0,100.0,58.33,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_112/run_0017/17-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_112,run_0017,1,100.0,100.0,58.33,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_112/run_0017/17-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_112,run_0017,1,100.0,100.0,41.67,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_112/run_0017/17-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_113,run_0018,1,100.0,100.0,50.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_113/run_0018/18-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_113,run_0018,1,83.33,100.0,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_113/run_0018/18-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_113,run_0018,1,83.33,100.0,16.67,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_113/run_0018/18-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_113,run_0018,1,100.0,100.0,41.67,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_113/run_0018/18-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_113,run_0018,1,83.33,100.0,16.67,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_113/run_0018/18-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_114,run_0019,1,100.0,100.0,61.11,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_114/run_0019/19-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_114,run_0019,1,100.0,100.0,55.56,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_114/run_0019/19-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_114,run_0019,1,100.0,100.0,66.67,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_114/run_0019/19-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_114,run_0019,1,100.0,100.0,50.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_114/run_0019/19-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_114,run_0019,1,100.0,100.0,61.11,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_114/run_0019/19-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_115,run_0020,1,100.0,100.0,85.71,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_115/run_0020/20-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_115,run_0020,1,100.0,100.0,28.57,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_115/run_0020/20-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_115,run_0020,1,100.0,100.0,28.57,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_115/run_0020/20-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_115,run_0020,1,100.0,100.0,28.57,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_115/run_0020/20-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_115,run_0020,1,100.0,100.0,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_115/run_0020/20-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_116,run_0021,1,100.0,100.0,50.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_116/run_0021/21-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_116,run_0021,1,100.0,100.0,50.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_116/run_0021/21-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_116,run_0021,1,100.0,100.0,50.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_116/run_0021/21-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_116,run_0021,1,100.0,100.0,50.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_116/run_0021/21-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_116,run_0021,1,100.0,100.0,50.0,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_116/run_0021/21-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_117,run_0022,1,100.0,75.0,12.5,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_117/run_0022/22-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_117,run_0022,1,100.0,75.0,12.5,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_117/run_0022/22-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_117,run_0022,1,100.0,75.0,12.5,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_117/run_0022/22-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_117,run_0022,1,100.0,100.0,12.5,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_117/run_0022/22-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_117,run_0022,1,100.0,100.0,12.5,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_117/run_0022/22-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_118,run_0023,1,100.0,100.0,85.19,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_118/run_0023/23-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_118,run_0023,1,100.0,100.0,88.89,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_118/run_0023/23-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_118,run_0023,1,100.0,100.0,85.19,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_118/run_0023/23-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_118,run_0023,1,100.0,100.0,92.59,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_118/run_0023/23-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_118,run_0023,1,100.0,100.0,88.89,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_118/run_0023/23-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_119,run_0024,1,100.0,100.0,79.31,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_119/run_0024/24-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_119,run_0024,1,100.0,100.0,93.1,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_119/run_0024/24-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_119,run_0024,1,100.0,100.0,86.21,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_119/run_0024/24-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_119,run_0024,1,100.0,100.0,93.1,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_119/run_0024/24-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_119,run_0024,1,100.0,100.0,93.1,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_119/run_0024/24-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_12,run_0025,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_12/run_0025/25-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_12,run_0025,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_12/run_0025/25-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_12,run_0025,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_12/run_0025/25-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_12,run_0025,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_12/run_0025/25-4/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_12,run_0025,0,,,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_12/run_0025/25-5/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_120,run_0026,1,100.0,100.0,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_120/run_0026/26-1/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_120,run_0026,1,50.0,100.0,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_120/run_0026/26-2/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_120,run_0026,1,100.0,100.0,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_120/run_0026/26-3/metrics
HumanEval+,Non-AI,Pynguin,HumanEval_120,run_0026,1,50.0,100.0,,/home/jpaiva/projetos/nonAI/python_workflow/out/pynguin_humanevalplus_strict0/HumanEval_120/run_0026/26-4/metrics
