account	sut_id	target_module	run_id	rep	status	generation_output_nonempty	generation_attempts	generation_empty_attempts	pytest_raw_exit_code	coverage_exit_code	mutmut_exit_code	mutmut_results_exit_code	line_pct	branch_pct	mutation_score_pct	mutation_available	status_json	run_dir	error
account1	httpie_2f	httpie.sessions	18		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/httpie_2f/run_0018/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/httpie_2f/run_0018/0001-1	
account1	httpie_2f	httpie.sessions	19		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/httpie_2f/run_0019/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/httpie_2f/run_0019/0001-1	
account1	httpie_2f	httpie.sessions	20		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/httpie_2f/run_0020/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/httpie_2f/run_0020/0001-1	
account1	thefuck_25f	thefuck.types	21		ok	true	1		0	0	1	0	100.0	100.0	100.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/thefuck_25f/run_0021/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/thefuck_25f/run_0021/0001-1	
account1	thefuck_25f	thefuck.types	22		ok	true	1		0	0	1	0	100.0	100.0	100.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/thefuck_25f/run_0022/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/thefuck_25f/run_0022/0001-1	
account1	thefuck_25f	thefuck.types	23		ok	true	1		0	0	1	0	100.0	100.0	100.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/thefuck_25f/run_0023/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/thefuck_25f/run_0023/0001-1	
account1	thefuck_25f	thefuck.types	24		ok	true	1		0	0	1	0	100.0	100.0	100.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/thefuck_25f/run_0024/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/thefuck_25f/run_0024/0001-1	
account1	thefuck_25f	thefuck.types	25		ok	true	1		0	0	1	0	100.0	100.0	100.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/thefuck_25f/run_0025/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/thefuck_25f/run_0025/0001-1	
account1	youtube-dl_35f	youtube_dl.utils	26		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/youtube-dl_35f/run_0026/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/youtube-dl_35f/run_0026/0001-1	
account1	youtube-dl_35f	youtube_dl.utils	27		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/youtube-dl_35f/run_0027/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/youtube-dl_35f/run_0027/0001-1	
account1	youtube-dl_35f	youtube_dl.utils	28		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/youtube-dl_35f/run_0028/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/youtube-dl_35f/run_0028/0001-1	
account1	youtube-dl_35f	youtube_dl.utils	29		generation_no_output	false	3	3									/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/youtube-dl_35f/run_0029/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account1/youtube-dl_35f/run_0029/0001-1	
account2	PySnooper_3f	pysnooper	1		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0001/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0001/0001-1	
account2	PySnooper_3f	pysnooper	2		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0002/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0002/0001-1	
account2	PySnooper_3f	pysnooper	3		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0003/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0003/0001-1	
account2	PySnooper_3f	pysnooper	4		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0004/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0004/0001-1	
account2	PySnooper_3f	pysnooper	5		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0005/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0005/0001-1	
account2	black_2f	blib2to3.pgen2.token	6		ok	true	1		0	0	1	0	100.0	100.0	100.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0006/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0006/0001-1	
account2	black_2f	blib2to3.pgen2.token	7		ok	true	1		0	0	1	0	100.0	100.0	100.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0007/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0007/0001-1	
account2	black_2f	blib2to3.pgen2.token	8		ok	true	1		0	0	1	0	100.0	100.0	100.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0008/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0008/0001-1	
account2	black_2f	blib2to3.pgen2.token	9		ok	true	1		0	0	1	0	100.0	100.0	100.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0009/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0009/0001-1	
account2	black_2f	blib2to3.pgen2.token	10		ok	true	1		0	0	1	0	100.0	100.0	100.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0010/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0010/0001-1	
account2	cookiecutter_3f	cookiecutter.log	11		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0011/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0011/0001-1	
account2	cookiecutter_3f	cookiecutter.log	12		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0012/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0012/0001-1	
account2	cookiecutter_3f	cookiecutter.log	13		ok	true	1		0	0	1	0	100.0	100.0	100.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0013/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0013/0001-1	
account2	cookiecutter_3f	cookiecutter.log	14		ok	true	1		0	0	1	0	100.0	100.0	100.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0014/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0014/0001-1	
account2	cookiecutter_3f	cookiecutter.log	15		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0015/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0015/0001-1	
account2	matplotlib_16f	matplotlib.cbook	16		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/matplotlib_16f/run_0016/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/matplotlib_16f/run_0016/0001-1	
account2	matplotlib_16f	matplotlib.cbook	17		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/matplotlib_16f/run_0017/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/matplotlib_16f/run_0017/0001-1	
account2	matplotlib_16f	matplotlib.cbook	18		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/matplotlib_16f/run_0018/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/matplotlib_16f/run_0018/0001-1	
account2	matplotlib_16f	matplotlib.cbook	19		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/matplotlib_16f/run_0019/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/matplotlib_16f/run_0019/0001-1	
account2	matplotlib_16f	matplotlib.cbook	20		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/matplotlib_16f/run_0020/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/matplotlib_16f/run_0020/0001-1	
account2	tornado_14f	tornado.escape	21		generation_no_output	false	3	3									/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/tornado_14f/run_0021/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/tornado_14f/run_0021/0001-1	
account3	ansible_14f	ansible.utils.unicode	1		ok	true	1		0	0	1	0	63.46	37.5	0.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/ansible_14f/run_0001/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/ansible_14f/run_0001/0001-1	
account3	ansible_14f	ansible.utils.unicode	2		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/ansible_14f/run_0002/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/ansible_14f/run_0002/0001-1	
account3	ansible_14f	ansible.utils.unicode	3		ok	true	1		0	0	1	0	63.46	37.5	0.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/ansible_14f/run_0003/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/ansible_14f/run_0003/0001-1	
account3	ansible_14f	ansible.utils.unicode	4		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/ansible_14f/run_0004/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/ansible_14f/run_0004/0001-1	
account3	ansible_14f	ansible.utils.unicode	5		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/ansible_14f/run_0005/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/ansible_14f/run_0005/0001-1	
account3	black_5f	blib2to3.pgen2.driver	6		ok	true	1		0	0	1	0	76.51	68.75	44.554455445544555	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/black_5f/run_0006/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/black_5f/run_0006/0001-1	
