sut_name	repeat	status	gen_rc	raw_rc	final_rc	cov_rc	mut_rc	line	branch	mutation
HumanEval_6	4	ok	0	0	0	0	0	100.0	100.0	82.61
HumanEval_6	5	ok	0	0	0	0	0	100.0	100.0	82.61
HumanEval_7	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_7	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_7	3	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_7	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_7	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_8	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_8	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_8	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_8	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_8	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_9	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_9	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_9	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_9	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_9	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_10	1	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_10	2	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_10	3	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_10	4	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_10	5	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_11	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_11	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_11	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_11	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_11	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_12	1	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_12	2	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_12	3	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_12	4	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_12	5	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_13	1	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_13	2	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_13	3	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_13	4	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_13	5	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_14	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_14	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_14	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_14	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_14	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_15	1	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_15	2	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_15	3	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_15	4	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_15	5	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_16	1	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_16	2	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_16	3	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_16	4	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_16	5	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_17	1	ok	0	0	0	0	0	100.0	100.0	95.0
HumanEval_17	2	ok	0	0	0	0	0	100.0	100.0	95.0
HumanEval_17	3	ok	0	0	0	0	0	100.0	100.0	95.0
HumanEval_17	4	ok	0	0	0	0	0	100.0	100.0	95.0
HumanEval_17	5	ok	0	0	0	0	0	100.0	100.0	95.0
HumanEval_18	1	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_18	2	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_18	3	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_18	4	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_18	5	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_19	1	ok	0	0	0	0	0	100.0	100.0	95.35
HumanEval_19	2	ok	0	0	0	0	0	100.0	100.0	95.35
HumanEval_19	3	ok	0	0	0	0	0	100.0	100.0	95.35
HumanEval_19	4	ok	0	0	0	0	0	100.0	100.0	95.35
HumanEval_19	5	ok	0	0	0	0	0	100.0	100.0	95.35
HumanEval_20	1	ok	0	1	0	0	0	100.0	100.0	76.47
HumanEval_20	2	ok	0	1	0	0	0	100.0	100.0	76.47
HumanEval_20	3	ok	0	1	0	0	0	100.0	100.0	82.35
HumanEval_20	4	ok	0	1	0	0	0	100.0	100.0	76.47
HumanEval_20	5	ok	0	1	0	0	0	100.0	100.0	82.35
HumanEval_21	1	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_21	2	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_21	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_21	4	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_21	5	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_22	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_22	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_22	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_22	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_22	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_23	1	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_23	2	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_23	3	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_23	4	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_23	5	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_24	1	ok	0	0	0	0	0	100.0	100.0	90.0
HumanEval_24	2	ok	0	0	0	0	0	100.0	100.0	90.0
HumanEval_24	3	ok	0	0	0	0	0	100.0	100.0	90.0
HumanEval_24	4	ok	0	0	0	0	0	100.0	100.0	90.0
HumanEval_24	5	ok	0	0	0	0	0	100.0	100.0	90.0
HumanEval_25	1	ok	0	0	0	0	0	100.0	100.0	65.0
HumanEval_25	2	ok	0	1	0	0	0	100.0	100.0	65.0
HumanEval_25	3	ok	0	0	0	0	0	100.0	100.0	70.0
HumanEval_25	4	ok	0	0	0	0	0	100.0	100.0	65.0
HumanEval_25	5	ok	0	0	0	0	0	100.0	100.0	65.0
HumanEval_26	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_26	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_26	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_26	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_26	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_27	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_27	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_27	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_27	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_27	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_28	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_28	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_28	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_28	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_28	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_29	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_29	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_29	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_29	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_29	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_30	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_30	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_30	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_30	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_30	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_31	1	ok	0	0	0	0	0	100.0	100.0	70.37
HumanEval_31	2	ok	0	0	0	0	0	100.0	100.0	66.67
HumanEval_31	3	ok	0	0	0	0	0	100.0	100.0	66.67
HumanEval_31	4	ok	0	0	0	0	0	100.0	100.0	70.37
HumanEval_31	5	ok	0	0	0	0	0	100.0	100.0	74.07
HumanEval_32	1	ok	0	0	0	0	0	100.0	75.0	89.19
HumanEval_32	2	ok	0	0	0	0	0	100.0	75.0	89.19
HumanEval_32	3	ok	0	0	0	0	0	100.0	75.0	89.19
HumanEval_32	4	ok	0	0	0	0	0	100.0	75.0	89.19
HumanEval_32	5	ok	0	0	0	0	0	100.0	75.0	89.19
HumanEval_33	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_33	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_33	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_33	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_33	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_34	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_34	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_34	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_34	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_34	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_35	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_35	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_35	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_35	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_35	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_36	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_36	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_36	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_36	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_36	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_37	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_37	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_37	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_37	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_37	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_38	1	ok	0	1	0	0	0	100.0	100.0	95.83
HumanEval_38	2	ok	0	1	0	0	0	100.0	100.0	95.83
HumanEval_38	3	ok	0	1	0	0	0	100.0	100.0	95.83
HumanEval_38	4	ok	0	1	0	0	0	100.0	100.0	95.83
HumanEval_38	5	ok	0	1	0	0	0	100.0	100.0	95.83
HumanEval_39	1	ok	0	1	0	0	0	100.0	100.0	54.88
HumanEval_39	2	ok	0	1	0	0	0	100.0	100.0	54.88
HumanEval_39	3	ok	0	1	0	0	0	100.0	100.0	53.66
HumanEval_39	4	ok	0	1	0	0	0	100.0	100.0	53.66
HumanEval_39	5	ok	0	1	0	0	0	100.0	100.0	52.44
HumanEval_40	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_40	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_40	3	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_40	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_40	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_41	1	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_41	2	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_41	3	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_41	4	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_41	5	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_42	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_42	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_42	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_42	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_42	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_43	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_43	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_43	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_43	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_43	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_44	1	ok	0	1	0	0	0	100.0	100.0	84.62
HumanEval_44	2	pytest_final_fail	0	124	124			0.0	0.0	0.0
HumanEval_44	3	ok	0	1	0	0	0	100.0	100.0	84.62
HumanEval_44	4	pytest_final_fail	0	124	124			0.0	0.0	0.0
HumanEval_44	5	pytest_final_fail	0	124	124			0.0	0.0	0.0
HumanEval_45	1	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_45	2	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_45	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_45	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_45	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_46	1	ok	0	1	0	0	0	100.0	100.0	92.86
HumanEval_46	2	ok	0	1	0	0	0	100.0	100.0	92.86
HumanEval_46	3	ok	0	1	0	0	0	100.0	100.0	92.86
HumanEval_46	4	ok	0	1	0	0	0	100.0	100.0	92.86
HumanEval_46	5	ok	0	1	0	0	0	100.0	100.0	92.86
HumanEval_47	1	ok	0	1	0	0	0	80.0	50.0	47.06
HumanEval_47	2	ok	0	1	0	0	0	100.0	100.0	52.94
HumanEval_47	3	ok	0	1	0	0	0	100.0	100.0	52.94
HumanEval_47	4	ok	0	1	0	0	0	100.0	100.0	52.94
HumanEval_47	5	ok	0	1	0	0	0	100.0	100.0	52.94
HumanEval_48	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_48	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_48	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_48	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_48	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_49	1	ok	0	0	0	0	0	100.0	100.0	94.74
HumanEval_49	2	ok	0	1	0	0	0	100.0	100.0	84.21
HumanEval_49	3	ok	0	0	0	0	0	100.0	100.0	94.74
HumanEval_49	4	ok	0	0	0	0	0	100.0	100.0	84.21
HumanEval_49	5	ok	0	0	0	0	0	100.0	100.0	84.21
HumanEval_50	1	ok	0	0	0	0	0	100.0	100.0	97.06
HumanEval_50	2	ok	0	0	0	0	0	100.0	100.0	97.06
HumanEval_50	3	ok	0	0	0	0	0	100.0	100.0	97.06
HumanEval_50	4	ok	0	0	0	0	0	100.0	100.0	97.06
HumanEval_50	5	ok	0	0	0	0	0	100.0	100.0	97.06
HumanEval_51	1	ok	0	0	0	0	0	100.0	100.0	91.67
HumanEval_51	2	ok	0	0	0	0	0	100.0	100.0	91.67
HumanEval_51	3	ok	0	0	0	0	0	100.0	100.0	91.67
HumanEval_51	4	ok	0	1	0	0	0	100.0	100.0	91.67
HumanEval_51	5	ok	0	0	0	0	0	100.0	100.0	91.67
HumanEval_52	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_52	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_52	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_52	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_52	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_53	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_53	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_53	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_53	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_53	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_54	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_54	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_54	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_54	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_54	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_55	1	ok	0	0	0	0	0	100.0	100.0	88.89
HumanEval_55	2	ok	0	0	0	0	0	100.0	100.0	88.89
HumanEval_55	3	ok	0	0	0	0	0	100.0	100.0	88.89
HumanEval_55	4	ok	0	0	0	0	0	100.0	100.0	88.89
HumanEval_55	5	ok	0	1	0	0	0	100.0	100.0	88.89
HumanEval_56	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_56	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_56	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_56	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_56	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_57	1	ok	0	0	0	0	0	100.0	100.0	76.47
HumanEval_57	2	ok	0	0	0	0	0	100.0	100.0	76.47
HumanEval_57	3	ok	0	0	0	0	0	100.0	100.0	76.47
HumanEval_57	4	ok	0	0	0	0	0	100.0	100.0	76.47
HumanEval_57	5	ok	0	0	0	0	0	100.0	100.0	76.47
HumanEval_58	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_58	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_58	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_58	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_58	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_59	1	ok	0	0	0	0	0	100.0	90.0	86.11
HumanEval_59	2	ok	0	1	0	0	0	100.0	90.0	86.11
HumanEval_59	3	ok	0	1	0	0	0	100.0	90.0	86.11
HumanEval_59	4	ok	0	0	0	0	0	100.0	90.0	86.11
HumanEval_59	5	ok	0	0	0	0	0	100.0	90.0	86.11
HumanEval_60	1	ok	0	1	0	0	0	100.0	100.0	80.0
HumanEval_60	2	ok	0	1	0	0	0	100.0	100.0	80.0
HumanEval_60	3	ok	0	1	0	0	0	100.0	100.0	80.0
HumanEval_60	4	ok	0	1	0	0	0	100.0	100.0	80.0
HumanEval_60	5	ok	0	1	0	0	0	100.0	100.0	80.0
HumanEval_61	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_61	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_61	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_61	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_61	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_62	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_62	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_62	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_62	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_62	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_63	1	ok	0	1	0	0	0	100.0	100.0	95.65
HumanEval_63	2	ok	0	1	0	0	0	100.0	100.0	95.65
HumanEval_63	3	ok	0	1	0	0	0	100.0	100.0	95.65
HumanEval_63	4	ok	0	1	0	0	0	100.0	100.0	95.65
HumanEval_63	5	ok	0	1	0	0	0	100.0	100.0	95.65
HumanEval_64	1	ok	0	0	0	0	0	100.0	100.0	84.62
HumanEval_64	2	ok	0	0	0	0	0	100.0	100.0	84.62
HumanEval_64	3	ok	0	0	0	0	0	100.0	100.0	92.31
HumanEval_64	4	ok	0	1	0	0	0	100.0	100.0	84.62
HumanEval_64	5	ok	0	0	0	0	0	100.0	100.0	92.31
HumanEval_65	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_65	2	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_65	3	ok	0	0	0	0	0	100.0	100.0	91.67
HumanEval_65	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_65	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_66	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_66	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_66	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_66	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_66	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_67	1	ok	0	0	0	0	0	100.0	100.0	75.0
HumanEval_67	2	ok	0	0	0	0	0	100.0	100.0	68.75
HumanEval_67	3	ok	0	0	0	0	0	100.0	100.0	68.75
HumanEval_67	4	ok	0	0	0	0	0	100.0	100.0	68.75
HumanEval_67	5	ok	0	0	0	0	0	100.0	100.0	68.75
HumanEval_68	1	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_68	2	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_68	3	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_68	4	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_68	5	ok	0	0	0	0	0	100.0	83.33	100.0
HumanEval_69	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_69	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_69	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_69	4	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_69	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_70	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_70	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_70	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_70	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_70	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_71	1	ok	0	1	0	0	0	100.0	100.0	71.43
HumanEval_71	2	ok	0	1	0	0	0	100.0	100.0	71.43
HumanEval_71	3	ok	0	0	0	0	0	100.0	100.0	85.71
HumanEval_71	4	ok	0	0	0	0	0	100.0	100.0	85.71
HumanEval_71	5	ok	0	1	0	0	0	100.0	100.0	71.43
HumanEval_72	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_72	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_72	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_72	4	ok	0	0	0	0	0	100.0	100.0	83.33
HumanEval_72	5	ok	0	0	0	0	0	100.0	100.0	83.33
HumanEval_73	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_73	2	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_73	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_73	4	ok	0	1	0	0	0	100.0	100.0	100.0
HumanEval_73	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_74	1	ok	0	0	0	0	0	100.0	100.0	92.86
HumanEval_74	2	ok	0	0	0	0	0	100.0	100.0	92.86
HumanEval_74	3	ok	0	0	0	0	0	100.0	100.0	92.86
HumanEval_74	4	ok	0	0	0	0	0	100.0	100.0	92.86
HumanEval_74	5	ok	0	0	0	0	0	100.0	100.0	92.86
HumanEval_75	1	ok	0	0	0	0	0	100.0	100.0	69.57
HumanEval_75	2	ok	0	0	0	0	0	100.0	100.0	69.57
HumanEval_75	3	ok	0	0	0	0	0	100.0	100.0	69.57
HumanEval_75	4	ok	0	0	0	0	0	100.0	100.0	69.57
HumanEval_75	5	ok	0	0	0	0	0	100.0	100.0	69.57
HumanEval_76	1	ok	0	1	0	0	0	100.0	83.33	73.08
HumanEval_76	2	ok	0	0	0	0	0	100.0	100.0	76.92
HumanEval_76	3	ok	0	0	0	0	0	100.0	100.0	80.77
HumanEval_76	4	ok	0	1	0	0	0	100.0	91.67	65.38
HumanEval_76	5	ok	0	0	0	0	0	100.0	100.0	73.08
HumanEval_77	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_77	2	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_77	3	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_77	4	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_77	5	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_78	1	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_78	2	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_78	3	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_78	4	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_78	5	ok	0	0	0	0	1	100.0	100.0	0.0
HumanEval_79	1	ok	0	0	0	0	0	100.0	100.0	100.0
HumanEval_79	2	ok	0	0	0	0	0	100.0	100.0	100.0
