model	sut_id	repeat	status	status_json
cluster-max-codellama-7b-instruct-ctx16k	003_java_bucketsort	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/003_java_bucketsort/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	003_java_bucketsort	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/003_java_bucketsort/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	003_java_bucketsort	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/003_java_bucketsort/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	003_java_bucketsort	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/003_java_bucketsort/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	003_java_bucketsort	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/003_java_bucketsort/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	004_java_depth_first_search	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/004_java_depth_first_search/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	004_java_depth_first_search	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/004_java_depth_first_search/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	004_java_depth_first_search	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/004_java_depth_first_search/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	004_java_depth_first_search	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/004_java_depth_first_search/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	004_java_depth_first_search	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/004_java_depth_first_search/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	005_java_detect_cycle	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/005_java_detect_cycle/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	005_java_detect_cycle	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/005_java_detect_cycle/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	005_java_detect_cycle	3	ok	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/005_java_detect_cycle/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	005_java_detect_cycle	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/005_java_detect_cycle/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	005_java_detect_cycle	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/005_java_detect_cycle/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	006_java_find_first_in_sorted	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/006_java_find_first_in_sorted/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	006_java_find_first_in_sorted	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/006_java_find_first_in_sorted/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	006_java_find_first_in_sorted	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/006_java_find_first_in_sorted/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	006_java_find_first_in_sorted	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/006_java_find_first_in_sorted/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	006_java_find_first_in_sorted	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/006_java_find_first_in_sorted/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	007_java_find_in_sorted	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/007_java_find_in_sorted/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	007_java_find_in_sorted	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/007_java_find_in_sorted/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	007_java_find_in_sorted	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/007_java_find_in_sorted/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	007_java_find_in_sorted	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/007_java_find_in_sorted/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	007_java_find_in_sorted	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/007_java_find_in_sorted/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	008_java_flatten	1	ok	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/008_java_flatten/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	008_java_flatten	2	ok	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/008_java_flatten/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	008_java_flatten	3	ok	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/008_java_flatten/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	008_java_flatten	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/008_java_flatten/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	008_java_flatten	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/008_java_flatten/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	009_java_gcd	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/009_java_gcd/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	009_java_gcd	2	ok	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/009_java_gcd/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	009_java_gcd	3	ok	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/009_java_gcd/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	009_java_gcd	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/009_java_gcd/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	009_java_gcd	5	ok	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/009_java_gcd/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	010_java_get_factors	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/010_java_get_factors/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	010_java_get_factors	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/010_java_get_factors/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	010_java_get_factors	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/010_java_get_factors/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	010_java_get_factors	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/010_java_get_factors/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	010_java_get_factors	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/010_java_get_factors/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	011_java_hanoi	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/011_java_hanoi/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	011_java_hanoi	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/011_java_hanoi/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	011_java_hanoi	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/011_java_hanoi/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	011_java_hanoi	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/011_java_hanoi/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	011_java_hanoi	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/011_java_hanoi/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	012_java_is_valid_parenthesization	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/012_java_is_valid_parenthesization/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	012_java_is_valid_parenthesization	2	ok	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/012_java_is_valid_parenthesization/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	012_java_is_valid_parenthesization	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/012_java_is_valid_parenthesization/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	012_java_is_valid_parenthesization	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/012_java_is_valid_parenthesization/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	012_java_is_valid_parenthesization	5	ok	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/012_java_is_valid_parenthesization/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	013_java_kheapsort	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/013_java_kheapsort/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	013_java_kheapsort	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/013_java_kheapsort/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	013_java_kheapsort	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/013_java_kheapsort/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	013_java_kheapsort	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/013_java_kheapsort/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	013_java_kheapsort	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/013_java_kheapsort/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	014_java_knapsack	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/014_java_knapsack/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	014_java_knapsack	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/014_java_knapsack/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	014_java_knapsack	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/014_java_knapsack/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	014_java_knapsack	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/014_java_knapsack/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	014_java_knapsack	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/014_java_knapsack/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	015_java_kth	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/015_java_kth/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	015_java_kth	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/015_java_kth/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	015_java_kth	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/015_java_kth/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	015_java_kth	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/015_java_kth/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	015_java_kth	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/015_java_kth/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	016_java_lcs_length	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/016_java_lcs_length/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	016_java_lcs_length	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/016_java_lcs_length/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	016_java_lcs_length	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/016_java_lcs_length/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	016_java_lcs_length	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/016_java_lcs_length/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	016_java_lcs_length	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/016_java_lcs_length/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	017_java_levenshtein	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/017_java_levenshtein/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	017_java_levenshtein	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/017_java_levenshtein/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	017_java_levenshtein	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/017_java_levenshtein/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	017_java_levenshtein	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/017_java_levenshtein/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	017_java_levenshtein	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/017_java_levenshtein/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	018_java_lis	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/018_java_lis/run_0001/1-1/status.json
cluster-max-codellama-7b-instruct-ctx16k	018_java_lis	2	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/018_java_lis/run_0001/1-2/status.json
cluster-max-codellama-7b-instruct-ctx16k	018_java_lis	3	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/018_java_lis/run_0001/1-3/status.json
cluster-max-codellama-7b-instruct-ctx16k	018_java_lis	4	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/018_java_lis/run_0001/1-4/status.json
cluster-max-codellama-7b-instruct-ctx16k	018_java_lis	5	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/018_java_lis/run_0001/1-5/status.json
cluster-max-codellama-7b-instruct-ctx16k	019_java_longest_common_subsequence	1	invalid_test_structure	/home/ruioliveira/llms/quixbugs_java_cluster_generation_job_v1_20260602_103705/out/quixbugs_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/019_java_longest_common_subsequence/run_0001/1-1/status.json
