approach,model,sut,rep,rel_path,status,executable,line_pct,branch_pct,mutation_score_pct
GPT-4o,,Java_100,run_0001,main/Java_100/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_100,run_0001,main/Java_100/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_100,run_0001,main/Java_100/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_102,run_0001,main/Java_102/run_0001/1-1/metrics/status.json,ok,True,87.5,83.3333,90.0
GPT-4o,,Java_102,run_0001,main/Java_102/run_0001/1-2/metrics/status.json,ok,True,87.5,83.3333,90.0
GPT-4o,,Java_102,run_0001,main/Java_102/run_0001/1-3/metrics/status.json,ok,True,87.5,83.3333,90.0
GPT-4o,,Java_102,run_0001,main/Java_102/run_0001/1-4/metrics/status.json,ok,True,87.5,83.3333,90.0
GPT-4o,,Java_102,run_0001,main/Java_102/run_0001/1-5/metrics/status.json,ok,True,87.5,83.3333,90.0
GPT-4o,,Java_103,run_0001,main/Java_103/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_103,run_0001,main/Java_103/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_103,run_0001,main/Java_103/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_103,run_0001,main/Java_103/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_103,run_0001,main/Java_103/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_104,run_0001,main/Java_104/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_104,run_0001,main/Java_104/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_104,run_0001,main/Java_104/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_104,run_0001,main/Java_104/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_104,run_0001,main/Java_104/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_106,run_0001,main/Java_106/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_106,run_0001,main/Java_106/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_106,run_0001,main/Java_106/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_106,run_0001,main/Java_106/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_106,run_0001,main/Java_106/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_107,run_0001,main/Java_107/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_107,run_0001,main/Java_107/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_107,run_0001,main/Java_107/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_107,run_0001,main/Java_107/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_107,run_0001,main/Java_107/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_108,run_0001,main/Java_108/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,55.5556
GPT-4o,,Java_108,run_0001,main/Java_108/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,55.5556
GPT-4o,,Java_108,run_0001,main/Java_108/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,55.5556
GPT-4o,,Java_108,run_0001,main/Java_108/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,55.5556
GPT-4o,,Java_108,run_0001,main/Java_108/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,55.5556
GPT-4o,,Java_109,run_0001,main/Java_109/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,87.5
GPT-4o,,Java_109,run_0001,main/Java_109/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_109,run_0001,main/Java_109/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_109,run_0001,main/Java_109/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_109,run_0001,main/Java_109/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_11,run_0001,main/Java_11/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_11,run_0001,main/Java_11/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_11,run_0001,main/Java_11/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_11,run_0001,main/Java_11/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_11,run_0001,main/Java_11/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_110,run_0001,main/Java_110/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_110,run_0001,main/Java_110/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_110,run_0001,main/Java_110/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_110,run_0001,main/Java_110/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_110,run_0001,main/Java_110/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_111,run_0001,main/Java_111/run_0001/1-1/metrics/status.json,ok,True,100.0,91.6667,71.4286
GPT-4o,,Java_111,run_0001,main/Java_111/run_0001/1-2/metrics/status.json,ok,True,100.0,91.6667,71.4286
GPT-4o,,Java_111,run_0001,main/Java_111/run_0001/1-3/metrics/status.json,ok,True,100.0,91.6667,71.4286
GPT-4o,,Java_111,run_0001,main/Java_111/run_0001/1-4/metrics/status.json,ok,True,100.0,91.6667,71.4286
GPT-4o,,Java_111,run_0001,main/Java_111/run_0001/1-5/metrics/status.json,ok,True,100.0,91.6667,71.4286
GPT-4o,,Java_112,run_0001,main/Java_112/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_112,run_0001,main/Java_112/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_112,run_0001,main/Java_112/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_112,run_0001,main/Java_112/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_112,run_0001,main/Java_112/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_113,run_0001,main/Java_113/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,80.0
GPT-4o,,Java_113,run_0001,main/Java_113/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,80.0
GPT-4o,,Java_113,run_0001,main/Java_113/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,80.0
GPT-4o,,Java_113,run_0001,main/Java_113/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,80.0
GPT-4o,,Java_113,run_0001,main/Java_113/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,80.0
GPT-4o,,Java_114,run_0001,main/Java_114/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,66.6667
GPT-4o,,Java_114,run_0001,main/Java_114/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,66.6667
GPT-4o,,Java_114,run_0001,main/Java_114/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,66.6667
GPT-4o,,Java_114,run_0001,main/Java_114/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,66.6667
GPT-4o,,Java_114,run_0001,main/Java_114/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,66.6667
GPT-4o,,Java_115,run_0001,main/Java_115/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_115,run_0001,main/Java_115/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_115,run_0001,main/Java_115/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_115,run_0001,main/Java_115/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_115,run_0001,main/Java_115/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_116,run_0001,main/Java_116/run_0001/1-1/metrics/status.json,ok,True,100.0,,100.0
GPT-4o,,Java_116,run_0001,main/Java_116/run_0001/1-2/metrics/status.json,ok,True,100.0,,100.0
GPT-4o,,Java_116,run_0001,main/Java_116/run_0001/1-3/metrics/status.json,ok,True,100.0,,100.0
GPT-4o,,Java_116,run_0001,main/Java_116/run_0001/1-4/metrics/status.json,ok,True,100.0,,100.0
GPT-4o,,Java_116,run_0001,main/Java_116/run_0001/1-5/metrics/status.json,ok,True,100.0,,100.0
GPT-4o,,Java_117,run_0001,main/Java_117/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_117,run_0001,main/Java_117/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_117,run_0001,main/Java_117/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_117,run_0001,main/Java_117/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_117,run_0001,main/Java_117/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_118,run_0001,main/Java_118/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,81.8182
GPT-4o,,Java_118,run_0001,main/Java_118/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,81.8182
GPT-4o,,Java_118,run_0001,main/Java_118/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,81.8182
GPT-4o,,Java_118,run_0001,main/Java_118/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,81.8182
GPT-4o,,Java_118,run_0001,main/Java_118/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,81.8182
GPT-4o,,Java_119,run_0001,main/Java_119/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,62.5
GPT-4o,,Java_119,run_0001,main/Java_119/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,62.5
GPT-4o,,Java_119,run_0001,main/Java_119/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,62.5
GPT-4o,,Java_119,run_0001,main/Java_119/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,62.5
GPT-4o,,Java_119,run_0001,main/Java_119/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,62.5
GPT-4o,,Java_12,run_0001,main/Java_12/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_12,run_0001,main/Java_12/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_12,run_0001,main/Java_12/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_12,run_0001,main/Java_12/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_12,run_0001,main/Java_12/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_120,run_0001,main/Java_120/run_0001/1-1/metrics/status.json,ok,True,83.3333,50.0,100.0
GPT-4o,,Java_120,run_0001,main/Java_120/run_0001/1-2/metrics/status.json,ok,True,83.3333,50.0,100.0
GPT-4o,,Java_120,run_0001,main/Java_120/run_0001/1-3/metrics/status.json,ok,True,83.3333,50.0,100.0
GPT-4o,,Java_120,run_0001,main/Java_120/run_0001/1-4/metrics/status.json,ok,True,83.3333,50.0,100.0
GPT-4o,,Java_120,run_0001,main/Java_120/run_0001/1-5/metrics/status.json,ok,True,83.3333,50.0,100.0
GPT-4o,,Java_121,run_0001,main/Java_121/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_121,run_0001,main/Java_121/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_121,run_0001,main/Java_121/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_121,run_0001,main/Java_121/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_121,run_0001,main/Java_121/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_122,run_0001,main/Java_122/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_122,run_0001,main/Java_122/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_122,run_0001,main/Java_122/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_122,run_0001,main/Java_122/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_122,run_0001,main/Java_122/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_123,run_0001,main/Java_123/run_0001/1-1/metrics/status.json,ok,True,100.0,87.5,92.3077
GPT-4o,,Java_123,run_0001,main/Java_123/run_0001/1-2/metrics/status.json,ok,True,100.0,87.5,92.3077
GPT-4o,,Java_123,run_0001,main/Java_123/run_0001/1-3/metrics/status.json,ok,True,100.0,87.5,92.3077
GPT-4o,,Java_123,run_0001,main/Java_123/run_0001/1-4/metrics/status.json,ok,True,100.0,87.5,92.3077
GPT-4o,,Java_123,run_0001,main/Java_123/run_0001/1-5/metrics/status.json,ok,True,100.0,87.5,92.3077
GPT-4o,,Java_124,run_0001,main/Java_124/run_0001/1-1/metrics/status.json,ok,True,83.3333,47.0588,25.8065
GPT-4o,,Java_124,run_0001,main/Java_124/run_0001/1-2/metrics/status.json,ok,True,83.3333,47.0588,25.8065
GPT-4o,,Java_124,run_0001,main/Java_124/run_0001/1-3/metrics/status.json,ok,True,83.3333,47.0588,25.8065
GPT-4o,,Java_124,run_0001,main/Java_124/run_0001/1-4/metrics/status.json,ok,True,83.3333,47.0588,25.8065
GPT-4o,,Java_124,run_0001,main/Java_124/run_0001/1-5/metrics/status.json,ok,True,83.3333,47.0588,25.8065
GPT-4o,,Java_126,run_0001,main/Java_126/run_0001/1-1/metrics/status.json,ok,True,88.8889,62.5,58.3333
GPT-4o,,Java_126,run_0001,main/Java_126/run_0001/1-2/metrics/status.json,ok,True,88.8889,62.5,58.3333
GPT-4o,,Java_126,run_0001,main/Java_126/run_0001/1-3/metrics/status.json,ok,True,88.8889,62.5,58.3333
GPT-4o,,Java_126,run_0001,main/Java_126/run_0001/1-4/metrics/status.json,ok,True,88.8889,62.5,58.3333
GPT-4o,,Java_126,run_0001,main/Java_126/run_0001/1-5/metrics/status.json,ok,True,88.8889,62.5,58.3333
GPT-4o,,Java_127,run_0001,main/Java_127/run_0001/1-1/metrics/status.json,ok,True,64.2857,40.0,42.8571
GPT-4o,,Java_127,run_0001,main/Java_127/run_0001/1-2/metrics/status.json,ok,True,64.2857,40.0,42.8571
GPT-4o,,Java_127,run_0001,main/Java_127/run_0001/1-3/metrics/status.json,ok,True,64.2857,40.0,42.8571
GPT-4o,,Java_127,run_0001,main/Java_127/run_0001/1-4/metrics/status.json,ok,True,64.2857,40.0,42.8571
GPT-4o,,Java_127,run_0001,main/Java_127/run_0001/1-5/metrics/status.json,ok,True,64.2857,40.0,42.8571
GPT-4o,,Java_128,run_0001,main/Java_128/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,72.7273
GPT-4o,,Java_128,run_0001,main/Java_128/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,72.7273
GPT-4o,,Java_128,run_0001,main/Java_128/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,72.7273
GPT-4o,,Java_128,run_0001,main/Java_128/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,72.7273
GPT-4o,,Java_128,run_0001,main/Java_128/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,72.7273
GPT-4o,,Java_129,run_0001,main/Java_129/run_0001/1-1/metrics/status.json,ok,True,100.0,88.8889,68.1818
GPT-4o,,Java_129,run_0001,main/Java_129/run_0001/1-2/metrics/status.json,ok,True,100.0,88.8889,68.1818
GPT-4o,,Java_129,run_0001,main/Java_129/run_0001/1-3/metrics/status.json,ok,True,100.0,88.8889,68.1818
GPT-4o,,Java_129,run_0001,main/Java_129/run_0001/1-4/metrics/status.json,ok,True,100.0,88.8889,68.1818
GPT-4o,,Java_129,run_0001,main/Java_129/run_0001/1-5/metrics/status.json,ok,True,100.0,88.8889,68.1818
GPT-4o,,Java_13,run_0001,main/Java_13/run_0001/1-1/metrics/status.json,ok,True,87.5,87.5,83.3333
GPT-4o,,Java_13,run_0001,main/Java_13/run_0001/1-2/metrics/status.json,ok,True,87.5,87.5,83.3333
GPT-4o,,Java_13,run_0001,main/Java_13/run_0001/1-3/metrics/status.json,ok,True,87.5,87.5,83.3333
GPT-4o,,Java_13,run_0001,main/Java_13/run_0001/1-4/metrics/status.json,ok,True,87.5,87.5,83.3333
GPT-4o,,Java_13,run_0001,main/Java_13/run_0001/1-5/metrics/status.json,ok,True,87.5,87.5,83.3333
GPT-4o,,Java_130,run_0001,main/Java_130/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_130,run_0001,main/Java_130/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_130,run_0001,main/Java_130/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_130,run_0001,main/Java_130/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_130,run_0001,main/Java_130/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_131,run_0001,main/Java_131/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,85.7143
GPT-4o,,Java_131,run_0001,main/Java_131/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,85.7143
GPT-4o,,Java_131,run_0001,main/Java_131/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,85.7143
GPT-4o,,Java_131,run_0001,main/Java_131/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,85.7143
GPT-4o,,Java_131,run_0001,main/Java_131/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,85.7143
GPT-4o,,Java_132,run_0001,main/Java_132/run_0001/1-1/metrics/status.json,ok,True,100.0,91.6667,83.3333
GPT-4o,,Java_132,run_0001,main/Java_132/run_0001/1-2/metrics/status.json,ok,True,100.0,91.6667,83.3333
GPT-4o,,Java_132,run_0001,main/Java_132/run_0001/1-3/metrics/status.json,ok,True,100.0,91.6667,75.0
GPT-4o,,Java_132,run_0001,main/Java_132/run_0001/1-4/metrics/status.json,ok,True,100.0,91.6667,83.3333
GPT-4o,,Java_132,run_0001,main/Java_132/run_0001/1-5/metrics/status.json,ok,True,100.0,91.6667,83.3333
GPT-4o,,Java_133,run_0001,main/Java_133/run_0001/1-1/metrics/status.json,ok,True,100.0,,100.0
GPT-4o,,Java_133,run_0001,main/Java_133/run_0001/1-2/metrics/status.json,ok,True,100.0,,100.0
GPT-4o,,Java_133,run_0001,main/Java_133/run_0001/1-3/metrics/status.json,ok,True,100.0,,100.0
GPT-4o,,Java_133,run_0001,main/Java_133/run_0001/1-4/metrics/status.json,ok,True,100.0,,100.0
GPT-4o,,Java_133,run_0001,main/Java_133/run_0001/1-5/metrics/status.json,ok,True,100.0,,100.0
GPT-4o,,Java_134,run_0001,main/Java_134/run_0001/1-1/metrics/status.json,ok,True,100.0,75.0,100.0
GPT-4o,,Java_134,run_0001,main/Java_134/run_0001/1-2/metrics/status.json,ok,True,100.0,75.0,100.0
GPT-4o,,Java_134,run_0001,main/Java_134/run_0001/1-3/metrics/status.json,ok,True,100.0,75.0,100.0
GPT-4o,,Java_134,run_0001,main/Java_134/run_0001/1-4/metrics/status.json,ok,True,100.0,75.0,100.0
GPT-4o,,Java_134,run_0001,main/Java_134/run_0001/1-5/metrics/status.json,ok,True,100.0,75.0,100.0
GPT-4o,,Java_135,run_0001,main/Java_135/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_135,run_0001,main/Java_135/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_135,run_0001,main/Java_135/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_135,run_0001,main/Java_135/run_0001/1-4/metrics/status.json,ok,True,85.7143,75.0,83.3333
GPT-4o,,Java_135,run_0001,main/Java_135/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,83.3333
GPT-4o,,Java_137,run_0001,main/Java_137/run_0001/1-1/metrics/status.json,ok,True,89.4737,75.0,69.2308
GPT-4o,,Java_137,run_0001,main/Java_137/run_0001/1-2/metrics/status.json,ok,True,89.4737,75.0,69.2308
GPT-4o,,Java_137,run_0001,main/Java_137/run_0001/1-3/metrics/status.json,ok,True,89.4737,75.0,69.2308
GPT-4o,,Java_137,run_0001,main/Java_137/run_0001/1-4/metrics/status.json,ok,True,89.4737,75.0,69.2308
GPT-4o,,Java_137,run_0001,main/Java_137/run_0001/1-5/metrics/status.json,ok,True,89.4737,75.0,69.2308
GPT-4o,,Java_138,run_0001,main/Java_138/run_0001/1-1/metrics/status.json,ok,True,100.0,75.0,100.0
GPT-4o,,Java_138,run_0001,main/Java_138/run_0001/1-2/metrics/status.json,ok,True,100.0,75.0,100.0
GPT-4o,,Java_138,run_0001,main/Java_138/run_0001/1-3/metrics/status.json,ok,True,100.0,75.0,100.0
GPT-4o,,Java_138,run_0001,main/Java_138/run_0001/1-4/metrics/status.json,ok,True,100.0,75.0,100.0
GPT-4o,,Java_138,run_0001,main/Java_138/run_0001/1-5/metrics/status.json,ok,True,100.0,75.0,100.0
GPT-4o,,Java_139,run_0001,main/Java_139/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_139,run_0001,main/Java_139/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_139,run_0001,main/Java_139/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_139,run_0001,main/Java_139/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_139,run_0001,main/Java_139/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_14,run_0001,main/Java_14/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_14,run_0001,main/Java_14/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_14,run_0001,main/Java_14/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_14,run_0001,main/Java_14/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_14,run_0001,main/Java_14/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_140,run_0001,main/Java_140/run_0001/1-1/metrics/status.json,ok,True,88.8889,83.3333,61.9048
GPT-4o,,Java_140,run_0001,main/Java_140/run_0001/1-2/metrics/status.json,ok,True,88.8889,83.3333,61.9048
GPT-4o,,Java_140,run_0001,main/Java_140/run_0001/1-3/metrics/status.json,ok,True,88.8889,83.3333,61.9048
GPT-4o,,Java_140,run_0001,main/Java_140/run_0001/1-4/metrics/status.json,ok,True,88.8889,83.3333,61.9048
GPT-4o,,Java_140,run_0001,main/Java_140/run_0001/1-5/metrics/status.json,ok,True,88.8889,83.3333,61.9048
GPT-4o,,Java_141,run_0001,main/Java_141/run_0001/1-1/metrics/status.json,ok,True,100.0,70.0,90.0
GPT-4o,,Java_141,run_0001,main/Java_141/run_0001/1-2/metrics/status.json,ok,True,100.0,70.0,90.0
GPT-4o,,Java_141,run_0001,main/Java_141/run_0001/1-3/metrics/status.json,ok,True,100.0,70.0,90.0
GPT-4o,,Java_141,run_0001,main/Java_141/run_0001/1-4/metrics/status.json,ok,True,100.0,70.0,90.0
GPT-4o,,Java_141,run_0001,main/Java_141/run_0001/1-5/metrics/status.json,ok,True,100.0,70.0,90.0
GPT-4o,,Java_142,run_0001,main/Java_142/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,87.5
GPT-4o,,Java_142,run_0001,main/Java_142/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,87.5
GPT-4o,,Java_142,run_0001,main/Java_142/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,87.5
GPT-4o,,Java_142,run_0001,main/Java_142/run_0001/1-4/metrics/status.json,ok,True,100.0,100.0,87.5
GPT-4o,,Java_142,run_0001,main/Java_142/run_0001/1-5/metrics/status.json,ok,True,100.0,100.0,87.5
GPT-4o,,Java_143,run_0001,main/Java_143/run_0001/1-1/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_143,run_0001,main/Java_143/run_0001/1-2/metrics/status.json,ok,True,100.0,100.0,100.0
GPT-4o,,Java_143,run_0001,main/Java_143/run_0001/1-3/metrics/status.json,ok,True,100.0,100.0,100.0
