dataset	language	model	sut_name	run_id	rep_id	repeat	status	note	generation_exit_code	generation_attempts	generation_empty_attempts	generation_final_attempt	pytest_raw_exit_code	pytest_final_exit_code	coverage_exit_code	mutmut_exit_code	sanitized_used	top_level_test_functions	skipped_test_functions	effective_test_functions	run_mutation	line_coverage_pct	branch_coverage_pct	mutation_score_pct	line_pct_penalized	branch_pct_penalized	mutation_pct_penalized	status_path	run_dir
quixbugs_python	python	gpt-4o	003_python_bucketsort	run_0001	1-1	1	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/003_python_bucketsort/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/003_python_bucketsort/run_0001/1-1
quixbugs_python	python	gpt-4o	003_python_bucketsort	run_0001	1-2	2	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/003_python_bucketsort/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/003_python_bucketsort/run_0001/1-2
quixbugs_python	python	gpt-4o	003_python_bucketsort	run_0001	1-3	3	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/003_python_bucketsort/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/003_python_bucketsort/run_0001/1-3
quixbugs_python	python	gpt-4o	003_python_bucketsort	run_0001	1-4	4	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/003_python_bucketsort/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/003_python_bucketsort/run_0001/1-4
quixbugs_python	python	gpt-4o	003_python_bucketsort	run_0001	1-5	5	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/003_python_bucketsort/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/003_python_bucketsort/run_0001/1-5
quixbugs_python	python	gpt-4o	004_python_depth_first_search	run_0001	1-1	1	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	92.31	75.0	75.0	92.31	75.0	75.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/004_python_depth_first_search/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/004_python_depth_first_search/run_0001/1-1
quixbugs_python	python	gpt-4o	004_python_depth_first_search	run_0001	1-2	2	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	92.31	75.0	75.0	92.31	75.0	75.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/004_python_depth_first_search/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/004_python_depth_first_search/run_0001/1-2
quixbugs_python	python	gpt-4o	004_python_depth_first_search	run_0001	1-3	3	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	92.31	75.0	75.0	92.31	75.0	75.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/004_python_depth_first_search/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/004_python_depth_first_search/run_0001/1-3
quixbugs_python	python	gpt-4o	004_python_depth_first_search	run_0001	1-4	4	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	92.31	75.0	75.0	92.31	75.0	75.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/004_python_depth_first_search/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/004_python_depth_first_search/run_0001/1-4
quixbugs_python	python	gpt-4o	004_python_depth_first_search	run_0001	1-5	5	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	92.31	75.0	83.3333	92.31	75.0	83.3333	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/004_python_depth_first_search/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/004_python_depth_first_search/run_0001/1-5
quixbugs_python	python	gpt-4o	005_python_detect_cycle	run_0001	1-1	1	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	70.9677	100.0	100.0	70.9677	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/005_python_detect_cycle/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/005_python_detect_cycle/run_0001/1-1
quixbugs_python	python	gpt-4o	005_python_detect_cycle	run_0001	1-2	2	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	70.9677	100.0	100.0	70.9677	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/005_python_detect_cycle/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/005_python_detect_cycle/run_0001/1-2
quixbugs_python	python	gpt-4o	005_python_detect_cycle	run_0001	1-3	3	ok	ok	0	1	0	1	0	0	0	0	0	10	0	10	1	100.0	100.0	70.9677	100.0	100.0	70.9677	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/005_python_detect_cycle/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/005_python_detect_cycle/run_0001/1-3
quixbugs_python	python	gpt-4o	005_python_detect_cycle	run_0001	1-4	4	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	70.9677	100.0	100.0	70.9677	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/005_python_detect_cycle/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/005_python_detect_cycle/run_0001/1-4
quixbugs_python	python	gpt-4o	005_python_detect_cycle	run_0001	1-5	5	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	70.9677	100.0	100.0	70.9677	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/005_python_detect_cycle/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/005_python_detect_cycle/run_0001/1-5
quixbugs_python	python	gpt-4o	006_python_find_first_in_sorted	run_0001	1-1	1	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	86.9565	100.0	100.0	86.9565	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/006_python_find_first_in_sorted/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/006_python_find_first_in_sorted/run_0001/1-1
quixbugs_python	python	gpt-4o	006_python_find_first_in_sorted	run_0001	1-2	2	ok	ok	0	1	0	1	0	0	0	0	0	10	0	10	1	100.0	100.0	86.9565	100.0	100.0	86.9565	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/006_python_find_first_in_sorted/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/006_python_find_first_in_sorted/run_0001/1-2
quixbugs_python	python	gpt-4o	006_python_find_first_in_sorted	run_0001	1-3	3	ok	ok	0	1	0	1	0	0	0	0	0	10	0	10	1	100.0	100.0	78.2609	100.0	100.0	78.2609	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/006_python_find_first_in_sorted/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/006_python_find_first_in_sorted/run_0001/1-3
quixbugs_python	python	gpt-4o	006_python_find_first_in_sorted	run_0001	1-4	4	ok	ok	0	1	0	1	0	0	0	0	0	10	0	10	1	100.0	100.0	91.3043	100.0	100.0	91.3043	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/006_python_find_first_in_sorted/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/006_python_find_first_in_sorted/run_0001/1-4
quixbugs_python	python	gpt-4o	006_python_find_first_in_sorted	run_0001	1-5	5	ok	ok	0	1	0	1	0	0	0	0	0	10	0	10	1	100.0	100.0	82.6087	100.0	100.0	82.6087	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/006_python_find_first_in_sorted/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/006_python_find_first_in_sorted/run_0001/1-5
quixbugs_python	python	gpt-4o	007_python_find_in_sorted	run_0001	1-1	1	ok	ok	0	1	0	1	0	0	0	0	0	10	0	10	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/007_python_find_in_sorted/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/007_python_find_in_sorted/run_0001/1-1
quixbugs_python	python	gpt-4o	007_python_find_in_sorted	run_0001	1-2	2	ok	ok	0	1	0	1	0	0	0	0	0	10	0	10	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/007_python_find_in_sorted/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/007_python_find_in_sorted/run_0001/1-2
quixbugs_python	python	gpt-4o	007_python_find_in_sorted	run_0001	1-3	3	ok	ok	0	1	0	1	0	0	0	0	0	10	0	10	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/007_python_find_in_sorted/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/007_python_find_in_sorted/run_0001/1-3
quixbugs_python	python	gpt-4o	007_python_find_in_sorted	run_0001	1-4	4	ok	ok	0	1	0	1	0	0	0	0	0	10	0	10	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/007_python_find_in_sorted/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/007_python_find_in_sorted/run_0001/1-4
quixbugs_python	python	gpt-4o	007_python_find_in_sorted	run_0001	1-5	5	ok	ok	0	1	0	1	0	0	0	0	0	10	0	10	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/007_python_find_in_sorted/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/007_python_find_in_sorted/run_0001/1-5
quixbugs_python	python	gpt-4o	008_python_flatten	run_0001	1-1	1	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/008_python_flatten/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/008_python_flatten/run_0001/1-1
quixbugs_python	python	gpt-4o	008_python_flatten	run_0001	1-2	2	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/008_python_flatten/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/008_python_flatten/run_0001/1-2
quixbugs_python	python	gpt-4o	008_python_flatten	run_0001	1-3	3	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/008_python_flatten/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/008_python_flatten/run_0001/1-3
quixbugs_python	python	gpt-4o	008_python_flatten	run_0001	1-4	4	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/008_python_flatten/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/008_python_flatten/run_0001/1-4
quixbugs_python	python	gpt-4o	008_python_flatten	run_0001	1-5	5	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/008_python_flatten/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/008_python_flatten/run_0001/1-5
quixbugs_python	python	gpt-4o	009_python_gcd	run_0001	1-1	1	ok	ok	0	1	0	1	1	0	0	0	1	5	1	4	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/009_python_gcd/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/009_python_gcd/run_0001/1-1
quixbugs_python	python	gpt-4o	009_python_gcd	run_0001	1-2	2	ok	ok	0	1	0	1	1	0	0	0	1	5	1	4	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/009_python_gcd/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/009_python_gcd/run_0001/1-2
quixbugs_python	python	gpt-4o	009_python_gcd	run_0001	1-3	3	ok	ok	0	1	0	1	1	0	0	0	1	5	1	4	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/009_python_gcd/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/009_python_gcd/run_0001/1-3
quixbugs_python	python	gpt-4o	009_python_gcd	run_0001	1-4	4	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/009_python_gcd/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/009_python_gcd/run_0001/1-4
quixbugs_python	python	gpt-4o	009_python_gcd	run_0001	1-5	5	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	100.0	100.0	100.0	100.0	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/009_python_gcd/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/009_python_gcd/run_0001/1-5
quixbugs_python	python	gpt-4o	010_python_get_factors	run_0001	1-1	1	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	77.7778	100.0	100.0	77.7778	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/010_python_get_factors/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/010_python_get_factors/run_0001/1-1
quixbugs_python	python	gpt-4o	010_python_get_factors	run_0001	1-2	2	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	77.7778	100.0	100.0	77.7778	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/010_python_get_factors/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/010_python_get_factors/run_0001/1-2
quixbugs_python	python	gpt-4o	010_python_get_factors	run_0001	1-3	3	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	77.7778	100.0	100.0	77.7778	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/010_python_get_factors/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/010_python_get_factors/run_0001/1-3
quixbugs_python	python	gpt-4o	010_python_get_factors	run_0001	1-4	4	ok	ok	0	1	0	1	0	0	0	0	0	5	0	5	1	100.0	100.0	77.7778	100.0	100.0	77.7778	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/010_python_get_factors/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/llm_test_generation_gpt4o/quixbugs_python_gpt4o/out/quixbugs_python_gpt4o_final_20260504_103110/010_python_get_factors/run_0001/1-4
